"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","30BUDKLTXJ14JLN5EEACIPA6FG8E5J","A9ORJQWL53QJL","Submitted","Sun Oct 30 10:35:54 PDT 2022","Sun Oct 30 10:56:03 PDT 2022","Wed Nov 02 10:56:03 PDT 2022","","","","1209","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","30OG32W0S0H89ATBIE6YC6AS618EN9","A25Y3D2Y2DR8WM","Submitted","Sun Oct 30 10:32:08 PDT 2022","Sun Oct 30 11:02:31 PDT 2022","Wed Nov 02 11:02:31 PDT 2022","","","","1823","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","31LM9EDVORYGKQF3WFHP9MNKB94NJ3","AITLKT4AA92LS","Submitted","Sun Oct 30 12:04:38 PDT 2022","Sun Oct 30 12:46:58 PDT 2022","Wed Nov 02 12:46:58 PDT 2022","","","","2540","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","31LVTDXBLDG7UEVVS7AJYL5MGVYLRR","ALELJ2E7LX48W","Submitted","Sun Oct 30 09:45:53 PDT 2022","Sun Oct 30 09:48:23 PDT 2022","Wed Nov 02 09:48:23 PDT 2022","","","","150","0% (0/0)","0% (0/0)","0% (0/0)","426225"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","33CUSNVVNTI6X2WGZ9VF2ZOB63L88Q","AVSPYLB9KOHMX","Submitted","Sun Oct 30 10:36:46 PDT 2022","Sun Oct 30 10:48:25 PDT 2022","Wed Nov 02 10:48:25 PDT 2022","","","","699","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","33M4IA01QM72U8CK6QD79F09N48RXJ","A2YQTWKFMQ9QQ2","Submitted","Sun Oct 30 11:10:10 PDT 2022","Sun Oct 30 11:59:07 PDT 2022","Wed Nov 02 11:59:07 PDT 2022","","","","2937","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","33OOO72IVNRR7PEHJJMFVHGHA7HTCW","A2J57IBR2XIWLS","Submitted","Sun Oct 30 11:51:26 PDT 2022","Sun Oct 30 12:16:56 PDT 2022","Wed Nov 02 12:16:56 PDT 2022","","","","1530","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","34S6N1K2Z1PU5KHSW2YPKH3GTM0LHU","A2BUHMLNE3LUU0","Submitted","Sun Oct 30 10:36:04 PDT 2022","Sun Oct 30 11:21:48 PDT 2022","Wed Nov 02 11:21:48 PDT 2022","","","","2744","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","36U2A8VAG75579PZL2QCRHL4UI8YK3","A3VT7TOG781BQK","Submitted","Sun Oct 30 11:54:31 PDT 2022","Sun Oct 30 12:11:45 PDT 2022","Wed Nov 02 12:11:45 PDT 2022","","","","1034","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
"338431Z1GQLCEF0YFXLA2IDRWI7ORI","34LHDG0NEZJJ2HFTEVMDBDR9D7GASH","Visual memory task 24 hours part 1/2","A short memory task in which you will be shown images , and after 24 hours (in part 2) be asked to recognize them","memory task, visual, encoding","$1.00","Sun Oct 30 09:35:27 PDT 2022","50","BatchId:4916094;OriginalHitTemplateId:920937340;","3600","259200","Sun Oct 30 15:35:27 PDT 2022","","","379J5II41UMILAQQ61QJZE63168LEE","A1BFIV6NMCYFCL","Submitted","Sun Oct 30 10:45:19 PDT 2022","Sun Oct 30 11:01:33 PDT 2022","Wed Nov 02 11:01:33 PDT 2022","","","","974","0% (0/0)","0% (0/0)","0% (0/0)","rtaui"
