0.6838 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.6605 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

9.6612 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe9c45b7b70>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe9c43abc88>, multiSample=False, name='window1', numSamples=2, pos=[378.0, 245.5], screen=0, size=array([3024, 1964]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6617 	EXP 	window1: mouseVisible = True
9.6618 	EXP 	window1: recordFrameIntervals = False
9.7495 	EXP 	window1: recordFrameIntervals = True
10.5870 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.7368 	EXP 	Created text_consent_form = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='text_consent_form', opacity=1, ori=0.0, pos=array([0.   , 0.025]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.7485 	EXP 	window1: mouseVisible = True
12.0049 	EXP 	Created text_instructions_first_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='text_instructions_first_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.0093 	EXP 	Created image_0_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0118 	EXP 	Created image_1_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0144 	EXP 	Created image_2_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0171 	EXP 	Created image_3_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0197 	EXP 	Created image_4_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0222 	EXP 	Created image_5_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0232 	EXP 	Created blank_screen_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.0255 	EXP 	Created fixation_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
12.0281 	EXP 	Created image_left_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_demo', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.0307 	EXP 	Created image_right_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_demo', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.2718 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.5218 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.5246 	EXP 	Created image_0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5273 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5299 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5325 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5350 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5375 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5383 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.5389 	EXP 	Created fixation_encoding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_encoding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.5415 	EXP 	Created image_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.5440 	EXP 	Created image_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
12.7842 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.7958 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.0381 	EXP 	Created image_left_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_part2', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.0407 	EXP 	Created image_right_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_part2', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.0515 	EXP 	window1: mouseVisible = True
13.0702 	EXP 	Created slider_part2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.03, labelWrapWidth=None, labels=list(...), name='slider_part2', opacity=None, pos=(0, -0.32), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6, 7, 8, 9]), units='height', win=Window(...))
13.0730 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.3219 	EXP 	Created text_last_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_last_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.3321 	WARNING 	t of last frame was 2745.18ms (=1/0)
13.3321 	EXP 	slider_part2: autoLog = True
13.3321 	EXP 	slider_part2: markerPos = None
13.3321 	EXP 	slider_part2: rating = None
13.3321 	EXP 	slider_part2: markerPos = None
13.3321 	EXP 	slider_part2: contrast = 1.0
13.3321 	EXP 	slider_part2: autoLog = True
13.3321 	EXP 	slider_part2: styleTweaks = []
13.3321 	EXP 	slider_part2: style = 'rating'
13.3321 	EXP 	slider_part2: styleTweaks = []
13.3321 	EXP 	text_consent_form: autoDraw = True
14.8154 	DATA 	Mouse: Left button down, pos=(814,121)
14.8202 	EXP 	text_consent_form: autoDraw = False
14.8202 	EXP 	text_instructions_first_slide: autoDraw = True
14.9572 	DATA 	Mouse:  Left button up, pos=(813,121)
15.5048 	EXP 	Imported demo_encoding.xlsx as conditions, 3 conditions, 11 params
15.5057 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
15.5063 	EXP 	New trial (rep=0, index=0): {'target': 'flower1.jpg', 'image1': 'flower1.jpg', 'image2': 'flower1_pair.jpg', 'correct': 'left', 'background_0': 'leaf3.jpg', 'background_1': 'trail1.jpg', 'background_2': 'flower1.jpg', 'background_3': 'bird1.jpg', 'background_4': 'tree3.jpg', 'background_5': 'fence4.jpg', 'target_index': 2}
15.5882 	DATA 	Keypress: space
15.5923 	WARNING 	t of last frame was 103.13ms (=1/9)
15.5923 	EXP 	text_instructions_first_slide: autoDraw = False
15.5923 	EXP 	image_0_demo: image = 'leaf3.jpg'
15.5923 	EXP 	image_1_demo: image = 'trail1.jpg'
15.5923 	EXP 	image_2_demo: image = 'flower1.jpg'
15.5923 	EXP 	image_3_demo: image = 'bird1.jpg'
15.5923 	EXP 	image_4_demo: image = 'tree3.jpg'
15.5923 	EXP 	image_5_demo: image = 'fence4.jpg'
15.5923 	EXP 	blank_screen_demo: text = ''
15.5923 	EXP 	fixation_demo: autoDraw = True
15.9513 	DATA 	Keypress: space
16.0723 	EXP 	image_0_demo: autoDraw = True
16.0890 	EXP 	fixation_demo: autoDraw = False
16.2638 	EXP 	image_0_demo: autoDraw = False
16.2698 	EXP 	image_1_demo: autoDraw = True
16.4610 	EXP 	image_1_demo: autoDraw = False
16.4756 	EXP 	image_2_demo: autoDraw = True
16.6729 	EXP 	image_2_demo: autoDraw = False
16.6784 	EXP 	image_3_demo: autoDraw = True
16.8733 	EXP 	image_3_demo: autoDraw = False
16.8733 	EXP 	image_4_demo: autoDraw = True
17.0722 	EXP 	image_4_demo: autoDraw = False
17.0722 	EXP 	image_5_demo: autoDraw = True
17.2743 	EXP 	image_5_demo: autoDraw = False
17.2743 	EXP 	blank_screen_demo: autoDraw = True
18.2276 	WARNING 	t of last frame was 29.86ms (=1/33)
18.2276 	EXP 	image_0_demo: autoDraw = False
18.2276 	EXP 	image_1_demo: autoDraw = False
18.2276 	EXP 	image_2_demo: autoDraw = False
18.2276 	EXP 	image_3_demo: autoDraw = False
18.2276 	EXP 	image_4_demo: autoDraw = False
18.2276 	EXP 	image_5_demo: autoDraw = False
18.2276 	EXP 	blank_screen_demo: autoDraw = False
18.2276 	EXP 	fixation_demo: autoDraw = False
18.2276 	EXP 	image_left_demo: image = 'flower1.jpg'
18.2276 	EXP 	image_right_demo: image = 'flower1_pair.jpg'
18.2276 	EXP 	text_4: text = 'choose the image you have previously seen'
18.2276 	EXP 	image_left_demo: autoDraw = True
18.2276 	EXP 	image_right_demo: autoDraw = True
18.2276 	EXP 	text_4: autoDraw = True
19.7512 	EXP 	New trial (rep=0, index=1): {'target': 'leaf2.jpg', 'image1': 'leaf1.jpg', 'image2': 'leaf2.jpg', 'correct': 'right', 'background_0': 'trail2.jpg', 'background_1': 'leaf2.jpg', 'background_2': 'bird2.jpg', 'background_3': 'tree2.jpg', 'background_4': 'fence3.jpg', 'background_5': 'flower2.jpg', 'target_index': 1}
19.8103 	DATA 	Keypress: left
19.8139 	WARNING 	t of last frame was 64.84ms (=1/15)
19.8139 	EXP 	image_left_demo: autoDraw = False
19.8139 	EXP 	image_right_demo: autoDraw = False
19.8139 	EXP 	text_4: autoDraw = False
19.8139 	EXP 	image_0_demo: image = 'trail2.jpg'
19.8139 	EXP 	image_1_demo: image = 'leaf2.jpg'
19.8139 	EXP 	image_2_demo: image = 'bird2.jpg'
19.8139 	EXP 	image_3_demo: image = 'tree2.jpg'
19.8139 	EXP 	image_4_demo: image = 'fence3.jpg'
19.8139 	EXP 	image_5_demo: image = 'flower2.jpg'
19.8139 	EXP 	blank_screen_demo: text = ''
19.8139 	EXP 	fixation_demo: autoDraw = True
20.2758 	EXP 	image_0_demo: autoDraw = True
20.3099 	EXP 	fixation_demo: autoDraw = False
20.4687 	EXP 	image_0_demo: autoDraw = False
20.4687 	EXP 	image_1_demo: autoDraw = True
20.6560 	EXP 	image_1_demo: autoDraw = False
20.6734 	EXP 	image_2_demo: autoDraw = True
20.8731 	EXP 	image_2_demo: autoDraw = False
20.8786 	EXP 	image_3_demo: autoDraw = True
21.0781 	EXP 	image_3_demo: autoDraw = False
21.0781 	EXP 	image_4_demo: autoDraw = True
21.2645 	EXP 	image_4_demo: autoDraw = False
21.2784 	EXP 	image_5_demo: autoDraw = True
21.4649 	EXP 	image_5_demo: autoDraw = False
21.4784 	EXP 	blank_screen_demo: autoDraw = True
22.4782 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
22.4781 	EXP 	image_0_demo: autoDraw = False
22.4781 	EXP 	image_1_demo: autoDraw = False
22.4781 	EXP 	image_2_demo: autoDraw = False
22.4781 	EXP 	image_3_demo: autoDraw = False
22.4781 	EXP 	image_4_demo: autoDraw = False
22.4781 	EXP 	image_5_demo: autoDraw = False
22.4781 	EXP 	blank_screen_demo: autoDraw = False
22.4781 	EXP 	fixation_demo: autoDraw = False
22.4781 	EXP 	image_left_demo: image = 'leaf1.jpg'
22.4781 	EXP 	image_right_demo: image = 'leaf2.jpg'
22.4781 	EXP 	text_4: text = 'choose the image you have previously seen'
22.4781 	EXP 	image_left_demo: autoDraw = True
22.4781 	EXP 	image_right_demo: autoDraw = True
22.4781 	EXP 	text_4: autoDraw = True
23.7289 	EXP 	New trial (rep=0, index=2): {'target': 'fence1.jpg', 'image1': 'fence1.jpg', 'image2': 'fence2.jpg', 'correct': 'left', 'background_0': 'tree1.jpg', 'background_1': 'bird3.jpg', 'background_2': 'trail3.jpg', 'background_3': 'fence1.jpg', 'background_4': 'leaf4.jpg', 'background_5': 'flower3.jpg', 'target_index': 3}
23.7730 	DATA 	Keypress: left
23.7765 	EXP 	image_left_demo: autoDraw = False
23.7765 	EXP 	image_right_demo: autoDraw = False
23.7765 	EXP 	text_4: autoDraw = False
23.7765 	EXP 	image_0_demo: image = 'tree1.jpg'
23.7765 	EXP 	image_1_demo: image = 'bird3.jpg'
23.7765 	EXP 	image_2_demo: image = 'trail3.jpg'
23.7765 	EXP 	image_3_demo: image = 'fence1.jpg'
23.7765 	EXP 	image_4_demo: image = 'leaf4.jpg'
23.7765 	EXP 	image_5_demo: image = 'flower3.jpg'
23.7765 	EXP 	blank_screen_demo: text = ''
