image1,image2,level_0,level_1,level_2,level_3,level_4,level_5,level_6,distractor_level
BALI_STARLING_1.jpg,CAPE_LONGCLAW_5.jpg,0.50615853,0.3504722,0.2517079,0.22596194,0.24245483,0.21364458,0.17062546,0
BALI_STARLING_1.jpg,PURPLE_FINCH_2.jpg,0.31884038,0.322161,0.28759202,0.29351,0.27309942,0.20049304,0.17472483,1
BALI_STARLING_1.jpg,IBERIAN_MAGPIE_1.jpg,0.24066186,0.24524759,0.19261903,0.15004897,0.104221165,0.39540377,0.47701877,2
BARRED_PUFFBIRD_3.jpg,WHITE_CHEEKED_TURACO_2.jpg,0.5636689,0.3323167,0.19040723,0.13519387,0.1166617,0.2287084,0.24707362,0
BARRED_PUFFBIRD_3.jpg,NORTHERN_CARDINAL_5.jpg,0.2688998,0.307199,0.23556715,0.19218549,0.14243084,0.20336087,0.20159377,1
BARRED_PUFFBIRD_3.jpg,VEERY_4.jpg,0.29169023,0.2791765,0.19181311,0.14760044,0.19697206,0.40657264,0.4641936,2
BREWERS_BLACKBIRD_3.jpg,PEACOCK_4.jpg,0.51447034,0.39681014,0.24519801,0.12698989,0.15412952,0.2280891,0.10997297,0
BREWERS_BLACKBIRD_3.jpg,GOLDEN_CHEEKED_WARBLER_3.jpg,0.39331937,0.37445948,0.31848532,0.35353813,0.42351413,0.38636956,0.31715405,1
BREWERS_BLACKBIRD_3.jpg,CAPE_LONGCLAW_2.jpg,0.25647524,0.30684876,0.18608394,0.14608689,0.193069,0.3924871,0.43822974,2
BROWN_NOODY_3.jpg,KIWI_2.jpg,0.32187843,0.285616,0.19239347,0.12097625,0.09698094,0.13573304,0.10308256,0
BROWN_NOODY_3.jpg,SPANGLED_COTINGA_4.jpg,0.263258,0.32793537,0.2930996,0.3381169,0.38322508,0.29064646,0.25458136,1
BROWN_NOODY_3.jpg,GUINEA_TURACO_5.jpg,0.21365231,0.26751426,0.1973054,0.14554253,0.22656448,0.33865723,0.43992776,2
BROWN_THRASHER_3.jpg,DOUBLE_EYED_FIG_PARROT_3.jpg,0.5709358,0.33383542,0.21377365,0.1264835,0.12539105,0.1863119,0.18853676,0
BROWN_THRASHER_3.jpg,OYSTER_CATCHER_4.jpg,0.28550917,0.30069876,0.24291977,0.26165456,0.298137,0.2094357,0.16667983,1
BLACK_BAZA_4.jpg,BROWN_THRASHER_3.jpg,0.2051203,0.24125814,0.17558661,0.1402188,0.24114452,0.24994017,0.28058222,2
BRANDT_CORMARANT_4.jpg,CASPIAN_TERN_1.jpg,0.3424598,0.27889925,0.19819257,0.12607762,0.08450579,0.13066605,0.13105103,0
CASPIAN_TERN_1.jpg,EUROPEAN_GOLDFINCH_4.jpg,0.32259664,0.2847229,0.24274106,0.2652446,0.23473564,0.23638102,0.15682635,1
CASPIAN_TERN_1.jpg,COMMON_LOON_2.jpg,0.24677886,0.21534269,0.17580634,0.1438529,0.20000777,0.3041018,0.39676028,2
CASSOWARY_1.jpg,ROSY_FACED_LOVEBIRD_4.jpg,0.5771012,0.39485297,0.2270415,0.16110575,0.07480952,0.12581794,0.11418217,0
CASSOWARY_1.jpg,SCARLET_MACAW_1.jpg,0.23595542,0.35219866,0.22844322,0.15732275,0.09514019,0.12051958,0.10585166,1
CASSOWARY_1.jpg,DEMOISELLE_CRANE_1.jpg,0.27549395,0.278769,0.19210336,0.14088619,0.12205299,0.23867615,0.26877677,2
CERULEAN_WARBLER_1.jpg,ORIENTAL_BAY_OWL_1.jpg,0.36441866,0.281557,0.17781459,0.108569115,0.11001932,0.14878309,0.1457452,0
AMERICAN_FLAMINGO_5.jpg,CERULEAN_WARBLER_1.jpg,0.29709232,0.2846177,0.20995344,0.16233584,0.14944135,0.12484207,0.1293733,1
BANANAQUIT_1.jpg,CERULEAN_WARBLER_1.jpg,0.24049269,0.26276997,0.19122943,0.15688625,0.2520388,0.4434881,0.4512338,2
CHUKAR_PARTRIDGE_5.jpg,OSTRICH_3.jpg,0.37766352,0.29384288,0.21682051,0.13352393,0.10764468,0.14245176,0.11765695,0
CHUKAR_PARTRIDGE_5.jpg,RAZORBILL_1.jpg,0.28207198,0.27677268,0.2464608,0.24209835,0.2539688,0.23073281,0.19536065,1
BLACK_THROATED_BUSHTIT_1.jpg,CHUKAR_PARTRIDGE_5.jpg,0.28397596,0.295847,0.2261185,0.18901476,0.30381772,0.46993068,0.45870623,2
CRESTED_CARACARA_4.jpg,FAIRY_PENGUIN_5.jpg,0.3685875,0.30627975,0.17308953,0.092903756,0.09391588,0.1628714,0.12581849,0
BLUE_DACNIS_4.jpg,CRESTED_CARACARA_4.jpg,0.287832,0.30985132,0.26607645,0.2727363,0.3130238,0.2640425,0.26279977,1
CRESTED_CARACARA_4.jpg,TOUCHAN_4.jpg,0.26583844,0.26639014,0.1984504,0.18872865,0.23954812,0.39509737,0.4548275,2
CRESTED_NUTHATCH_2.jpg,SCARLET_IBIS_3.jpg,0.44126645,0.29245862,0.18107323,0.11442632,0.08202109,0.12049259,0.079296485,0
AFRICAN_FIREFINCH_1.jpg,CRESTED_NUTHATCH_2.jpg,0.37447774,0.38883215,0.34984726,0.39630508,0.39057943,0.40626186,0.42334402,1
CANARY_1.jpg,CRESTED_NUTHATCH_2.jpg,0.2326559,0.28408054,0.1988263,0.18663622,0.32901567,0.4736157,0.47984457,2
DOUBLE_BRESTED_CORMARANT_5.jpg,GILDED_FLICKER_2.jpg,0.48277032,0.3115138,0.18524177,0.13002132,0.08438276,0.2504579,0.2809523,0
DOUBLE_BRESTED_CORMARANT_5.jpg,EURASIAN_MAGPIE_4.jpg,0.30842066,0.32633168,0.27234024,0.2821395,0.25325245,0.2744514,0.19657157,1
CHINESE_POND_HERON_2.jpg,DOUBLE_BRESTED_CORMARANT_5.jpg,0.2803573,0.28093493,0.20129447,0.15488842,0.3337671,0.4350872,0.43892023,2
EASTERN_TOWEE_2.jpg,SANDHILL_CRANE_2.jpg,0.37877214,0.3175086,0.20534411,0.110381335,0.09880071,0.13606109,0.15580636,0
EASTERN_TOWEE_2.jpg,HYACINTH_MACAW_4.jpg,0.25619557,0.2505982,0.19570372,0.17098969,0.16454835,0.18491447,0.15157284,1
EASTERN_TOWEE_2.jpg,NORTHERN_BEARDLESS_TYRANNULET_5.jpg,0.24520233,0.23956107,0.1856466,0.1448811,0.15676908,0.32723397,0.4584138,2
ECUADORIAN_HILLSTAR_5.jpg,SCARLET_IBIS_2.jpg,0.37579134,0.30471724,0.19971833,0.13175537,0.099063136,0.12494953,0.19472246,0
BOBOLINK_5.jpg,ECUADORIAN_HILLSTAR_5.jpg,0.24285975,0.30686963,0.22527559,0.24578258,0.28351113,0.28717396,0.2865792,1
CRIMSON_SUNBIRD_5.jpg,ECUADORIAN_HILLSTAR_5.jpg,0.2072627,0.23314595,0.16519727,0.15509282,0.14813489,0.35071668,0.47862157,2
EUROPEAN_TURTLE_DOVE_3.jpg,TEAL_DUCK_2.jpg,0.40523368,0.30966341,0.2046855,0.13698699,0.17395823,0.21151741,0.19343752,0
EUROPEAN_TURTLE_DOVE_3.jpg,PAINTED_BUNTING_3.jpg,0.32492164,0.34207967,0.25440952,0.2965824,0.35481215,0.29710862,0.2422586,1
EUROPEAN_TURTLE_DOVE_3.jpg,MALABAR_HORNBILL_2.jpg,0.2707006,0.25728923,0.19379398,0.1447749,0.18594725,0.35339087,0.46017015,2
FLAME_BOWERBIRD_3.jpg,INDIAN_BUSTARD_2.jpg,0.42841083,0.33843464,0.22362976,0.15126023,0.11625687,0.23048756,0.16880174,0
BROWN_THRASHER_4.jpg,FLAME_BOWERBIRD_3.jpg,0.295121,0.30033728,0.2448352,0.30057108,0.3605876,0.30411446,0.19050978,1
FLAME_BOWERBIRD_3.jpg,QUETZAL_3.jpg,0.25590202,0.3118634,0.22390601,0.16112925,0.13503891,0.37571007,0.46541777,2
BLACK_SWAN_3.jpg,GILA_WOODPECKER_3.jpg,0.35516846,0.297006,0.20445888,0.12744813,0.12365203,0.15492709,0.17341669,0
GILA_WOODPECKER_3.jpg,SNOWY_OWL_4.jpg,0.36935052,0.33295038,0.27338725,0.32591915,0.32532522,0.28284386,0.3400985,1
BLACK_VULTURE_3.jpg,GILA_WOODPECKER_3.jpg,0.22044672,0.24040613,0.18089442,0.15296973,0.25949204,0.3299228,0.44058913,2
GOLDEN_CHEEKED_WARBLER_2.jpg,SPOONBILL_1.jpg,0.34900996,0.28351724,0.19972926,0.13968675,0.1002615,0.12518549,0.099610075,0
AMERICAN_FLAMINGO_3.jpg,GOLDEN_CHEEKED_WARBLER_2.jpg,0.30512863,0.2662271,0.20331714,0.16017082,0.13398772,0.12484141,0.086402304,1
GOLDEN_CHEEKED_WARBLER_2.jpg,WHITE_THROATED_BEE_EATER_1.jpg,0.24701764,0.21758719,0.17306744,0.14883251,0.21435341,0.4386321,0.46936873,2
GOLDEN_CHLOROPHONIA_5.jpg,ROADRUNNER_2.jpg,0.429525,0.31285888,0.1875084,0.11363301,0.081431866,0.17612116,0.1050108,0
COMMON_HOUSE_MARTIN_4.jpg,GOLDEN_CHLOROPHONIA_5.jpg,0.31196737,0.3204279,0.26649797,0.29724362,0.33650196,0.2905715,0.15752165,1
GOLDEN_CHLOROPHONIA_5.jpg,VERMILION_FLYCATHER_5.jpg,0.1845271,0.26336747,0.18491761,0.14924978,0.23241849,0.50544953,0.4607125,2
BALD_EAGLE_2.jpg,GRAY_KINGBIRD_5.jpg,0.54411644,0.36121258,0.27085266,0.23252968,0.23924032,0.30256206,0.30142492,0
COCK_OF_THE__ROCK_4.jpg,GRAY_KINGBIRD_5.jpg,0.22698723,0.31913424,0.25879917,0.21942422,0.1846085,0.22190431,0.18134904,1
AFRICAN_FIREFINCH_3.jpg,GRAY_KINGBIRD_5.jpg,0.23483092,0.22773576,0.16135913,0.15493385,0.15500247,0.3937174,0.47103038,2
GREY_PLOVER_1.jpg,HYACINTH_MACAW_3.jpg,0.34801292,0.27209437,0.18035972,0.11654554,0.1127641,0.13309434,0.13316253,0
GOULDIAN_FINCH_4.jpg,GREY_PLOVER_1.jpg,0.24764137,0.27032936,0.24154288,0.2444113,0.1941902,0.1686806,0.12927715,1
AMETHYST_WOODSTAR_4.jpg,GREY_PLOVER_1.jpg,0.26419634,0.25577503,0.1743101,0.14020208,0.19042584,0.4178117,0.47445166,2
ASHY_STORM_PETREL_2.jpg,GYRFALCON_1.jpg,0.46493933,0.3547938,0.24807258,0.1701304,0.12965794,0.19653496,0.19418062,0
CINNAMON_ATTILA_2.jpg,GYRFALCON_1.jpg,0.2893135,0.30479494,0.23727241,0.25972372,0.26618108,0.17282975,0.1423407,1
FAIRY_TERN_1.jpg,GYRFALCON_1.jpg,0.24146946,0.23623663,0.1864237,0.17186241,0.3081758,0.38743275,0.4375567,2
HAWAIIAN_GOOSE_4.jpg,RED_BEARDED_BEE_EATER_3.jpg,0.5724612,0.34192154,0.2304705,0.1541522,0.07637363,0.2171503,0.21416587,0
HAWAIIAN_GOOSE_4.jpg,HIMALAYAN_MONAL_2.jpg,0.27050292,0.34137303,0.2534997,0.24442327,0.2877474,0.2877689,0.26874238,1
HAWAIIAN_GOOSE_4.jpg,WATTLED_LAPWING_3.jpg,0.26515895,0.3162422,0.21196078,0.1635305,0.23390631,0.38704515,0.4649867,2
ELLIOTS__PHEASANT_4.jpg,INCA_TERN_4.jpg,0.3571266,0.30825073,0.24200833,0.17650026,0.13676703,0.10084005,0.11661783,0
INCA_TERN_4.jpg,SMITHS_LONGSPUR_5.jpg,0.34272105,0.3301808,0.28718603,0.28367233,0.19608994,0.1579084,0.18319793,1
BORNEAN_BRISTLEHEAD_5.jpg,INCA_TERN_4.jpg,0.25676247,0.25470507,0.19012405,0.15598118,0.19199082,0.32714874,0.46160728,2
FRIGATE_4.jpg,INDIGO_BUNTING_1.jpg,0.37560466,0.25895756,0.17544432,0.10379759,0.08391467,0.16338432,0.10326905,0
INDIGO_BUNTING_1.jpg,SNOWY_PLOVER_1.jpg,0.31344628,0.29464144,0.2480575,0.28001216,0.24107793,0.30078483,0.24619469,1
DARWINS_FLYCATCHER_2.jpg,INDIGO_BUNTING_1.jpg,0.279412,0.254316,0.17701566,0.15023194,0.21640185,0.49832815,0.4791019,2
INLAND_DOTTEREL_4.jpg,JANDAYA_PARAKEET_5.jpg,0.3445834,0.30405846,0.2111385,0.14338367,0.16162415,0.14654341,0.0932916,0
INLAND_DOTTEREL_4.jpg,NICOBAR_PIGEON_4.jpg,0.32275468,0.3218859,0.27419853,0.2909208,0.24283095,0.18657205,0.1544166,1
CRESTED_KINGFISHER_1.jpg,INLAND_DOTTEREL_4.jpg,0.27040625,0.24836482,0.18183832,0.14099932,0.27489182,0.39362052,0.45506984,2
IVORY_GULL_1.jpg,WILSONS_BIRD_OF_PARADISE_4.jpg,0.3065736,0.2687865,0.17549306,0.12093959,0.13414468,0.10458809,0.05924259,0
EASTERN_GOLDEN_WEAVER_5.jpg,IVORY_GULL_1.jpg,0.25418139,0.28702894,0.22173858,0.26653278,0.31071043,0.21739787,0.17831922,1
FAIRY_TERN_4.jpg,IVORY_GULL_1.jpg,0.28337282,0.25535613,0.20217331,0.18765415,0.2791931,0.39639914,0.47612488,2
INDIGO_FLYCATCHER_2.jpg,IVORY_GULL_3.jpg,0.36637348,0.27017933,0.18539712,0.13510543,0.11461734,0.18712543,0.15641193,0
FLAME_TANAGER_3.jpg,IVORY_GULL_3.jpg,0.27547798,0.2847914,0.25048128,0.24953838,0.20576444,0.1750469,0.113703385,1
IVORY_GULL_3.jpg,SNOWY_EGRET_4.jpg,0.25432134,0.24465103,0.19353272,0.15617518,0.24957211,0.44300368,0.46645242,2
EASTERN_MEADOWLARK_1.jpg,KAGU_5.jpg,0.58846366,0.3558392,0.20953836,0.16424797,0.13549145,0.29010046,0.2788545,0
ASHY_STORM_PETREL_1.jpg,KAGU_5.jpg,0.22439933,0.2781198,0.2198957,0.22044887,0.24670897,0.2816341,0.2838032,1
IMPERIAL_SHAQ_2.jpg,KAGU_5.jpg,0.23309022,0.27740872,0.21930183,0.15390685,0.2207648,0.37308803,0.45237002,2
ALEXANDRINE_PARAKEET_5.jpg,KILLDEAR_2.jpg,0.5221523,0.3955369,0.22311012,0.12721202,0.08701319,0.13598664,0.143215,0
CAATINGA_CACHOLOTE_4.jpg,KILLDEAR_2.jpg,0.3223544,0.31290093,0.24081592,0.2757845,0.37611663,0.3738752,0.3551024,1
AZURE_TIT_5.jpg,KILLDEAR_2.jpg,0.26895627,0.28637764,0.2020929,0.15173021,0.31122425,0.4115108,0.43185863,2
EMU_3.jpg,LARK_BUNTING_2.jpg,0.36554512,0.293818,0.19557616,0.11110798,0.09621294,0.15096024,0.1502727,0
KING_VULTURE_3.jpg,LARK_BUNTING_2.jpg,0.2693736,0.250078,0.21900287,0.24597609,0.24432673,0.17359284,0.14956306,1
CACTUS_WREN_3.jpg,LARK_BUNTING_2.jpg,0.27872422,0.22677611,0.176131,0.14515659,0.16191368,0.3832067,0.47033596,2
ALTAMIRA_YELLOWTHROAT_5.jpg,LESSER_ADJUTANT_4.jpg,0.5589348,0.38507244,0.21439794,0.13660018,0.1035381,0.20716669,0.1918445,0
LESSER_ADJUTANT_4.jpg,RAINBOW_LORIKEET_5.jpg,0.23205188,0.3055317,0.1981078,0.14651453,0.14161815,0.15631914,0.13208732,1
FAIRY_TERN_3.jpg,LESSER_ADJUTANT_4.jpg,0.29288965,0.28151375,0.20496294,0.15661292,0.22921638,0.34349725,0.40983644,2
AMERICAN_GOLDFINCH_1.jpg,LESSER_ADJUTANT_5.jpg,0.59996593,0.2999957,0.19409475,0.16052158,0.16489889,0.2379574,0.21181807,0
GAMBELS_QUAIL_1.jpg,LESSER_ADJUTANT_5.jpg,0.27500626,0.33437464,0.24873243,0.20541945,0.21873721,0.18569912,0.12421713,1
LESSER_ADJUTANT_5.jpg,RED_HEADED_WOODPECKER_1.jpg,0.23763177,0.2590493,0.20666629,0.14700724,0.25772622,0.38033655,0.41815728,2
LITTLE_AUK_5.jpg,SANDHILL_CRANE_3.jpg,0.3894609,0.31972492,0.21383718,0.13550363,0.08975575,0.15889172,0.16582493,0
LITTLE_AUK_5.jpg,ORANGE_BRESTED_BUNTING_3.jpg,0.2739508,0.27112243,0.24738398,0.26803127,0.26714358,0.25185266,0.23309727,1
BEARDED_BELLBIRD_1.jpg,LITTLE_AUK_5.jpg,0.2831575,0.24619974,0.18695116,0.14588976,0.20879698,0.4438621,0.47404206,2
DOUBLE_EYED_FIG_PARROT_5.jpg,MAGPIE_GOOSE_5.jpg,0.55280125,0.35970938,0.19706397,0.12786508,0.0642961,0.12023872,0.08560154,0
HAMERKOP_1.jpg,MAGPIE_GOOSE_5.jpg,0.4296417,0.3766087,0.30062145,0.30623573,0.2820856,0.21712336,0.18975787,1
MAGPIE_GOOSE_5.jpg,OYSTER_CATCHER_3.jpg,0.2933549,0.30048856,0.18836223,0.15983306,0.40504113,0.49570116,0.45269665,2
MALACHITE_KINGFISHER_2.jpg,SKUA_3.jpg,0.39163983,0.30663183,0.23340891,0.19475763,0.14792968,0.19236572,0.16155264,0
INCA_TERN_2.jpg,MALACHITE_KINGFISHER_2.jpg,0.3148317,0.26975784,0.21462119,0.21084014,0.19543138,0.22203226,0.20349964,1
GREEN_BROADBILL_5.jpg,MALACHITE_KINGFISHER_2.jpg,0.17690025,0.2811359,0.21926458,0.19791217,0.2687417,0.46532992,0.47180972,2
EMU_4.jpg,MCKAYS_BUNTING_3.jpg,0.3779842,0.34064078,0.23445627,0.14981991,0.09010392,0.116393685,0.11318053,0
IWI_2.jpg,MCKAYS_BUNTING_3.jpg,0.2557336,0.3058617,0.2435,0.22660057,0.22174723,0.20021291,0.17203599,1
AMERICAN_GOLDFINCH_4.jpg,MCKAYS_BUNTING_3.jpg,0.25760025,0.29497936,0.2103581,0.15699762,0.3259623,0.41746122,0.431624,2
MYNA_1.jpg,SANDHILL_CRANE_4.jpg,0.36146995,0.2973441,0.20730965,0.14632483,0.09989182,0.123145044,0.13093765,0
GREY_PLOVER_4.jpg,MYNA_1.jpg,0.26577124,0.260538,0.19509575,0.18299732,0.26514804,0.2027915,0.18551861,1
MYNA_1.jpg,PARADISE_TANAGER_3.jpg,0.23911531,0.26498747,0.18362308,0.1432571,0.20283963,0.4226613,0.45946512,2
MYNA_4.jpg,NICOBAR_PIGEON_1.jpg,0.5399621,0.390808,0.25615928,0.17171955,0.09242603,0.22514783,0.2323034,0
LITTLE_AUK_1.jpg,NICOBAR_PIGEON_1.jpg,0.33526748,0.33418766,0.24590391,0.21140215,0.21511967,0.16758518,0.1661587,1
EASTERN_BLUEBIRD_3.jpg,NICOBAR_PIGEON_1.jpg,0.29830006,0.32941645,0.24020875,0.19194132,0.35397,0.47527018,0.47591355,2
NORTHERN_GANNET_2.jpg,PAINTED_BUNTING_5.jpg,0.3402271,0.2770639,0.19495219,0.12314184,0.09969437,0.16339469,0.096753545,0
NORTHERN_GANNET_2.jpg,STRAWBERRY_FINCH_1.jpg,0.28353915,0.30228835,0.23658161,0.21859418,0.21764925,0.18908986,0.15458244,1
MASKED_BOOBY_5.jpg,NORTHERN_GANNET_2.jpg,0.26662487,0.238088,0.1637758,0.15232243,0.17851065,0.34779596,0.4545394,2
GREEN_BROADBILL_1.jpg,NORTHERN_JACANA_2.jpg,0.5935538,0.33965644,0.21688022,0.15801452,0.12446716,0.21304883,0.2703157,0
NORTHERN_JACANA_2.jpg,VULTURINE_GUINEAFOWL_5.jpg,0.25209635,0.2800599,0.22178842,0.19394685,0.15326239,0.17341255,0.21833254,1
NORTHERN_JACANA_2.jpg,RED_FACED_CORMORANT_1.jpg,0.26591435,0.25923374,0.17569312,0.14717321,0.24596937,0.36227837,0.4601341,2
BANANAQUIT_3.jpg,NORTHERN_JACANA_3.jpg,0.6068102,0.3833745,0.23042974,0.15603441,0.22752513,0.2619151,0.23084195,0
NORTHERN_JACANA_3.jpg,REGENT_BOWERBIRD_5.jpg,0.29848439,0.30593565,0.2315512,0.22947498,0.3015481,0.2559005,0.18832447,1
BAR-TAILED_GODWIT_3.jpg,NORTHERN_JACANA_3.jpg,0.22874913,0.26765707,0.20470819,0.1831054,0.33966553,0.35269418,0.36446732,2
CHIPPING_SPARROW_1.jpg,OCELLATED_TURKEY_1.jpg,0.5380988,0.35187864,0.20263474,0.11054007,0.14433941,0.19438022,0.18742932,0
LARK_BUNTING_1.jpg,OCELLATED_TURKEY_1.jpg,0.32093683,0.28680432,0.20646162,0.16473594,0.19613771,0.16836856,0.17040072,1
OCELLATED_TURKEY_1.jpg,PURPLE_SWAMPHEN_4.jpg,0.299261,0.3569055,0.21297263,0.15990211,0.273122,0.42623055,0.440941,2
JABIRU_4.jpg,OVENBIRD_5.jpg,0.559421,0.33772638,0.2240322,0.17284453,0.17665863,0.14552666,0.16985703,0
FAIRY_PENGUIN_1.jpg,OVENBIRD_5.jpg,0.25045535,0.30042708,0.21878672,0.21454293,0.22634368,0.16223279,0.15499502,1
OVENBIRD_5.jpg,PURPLE_FINCH_5.jpg,0.23930907,0.29425067,0.20531948,0.17631727,0.28739157,0.4158315,0.46237516,2
COMMON_POORWILL_1.jpg,PARUS_MAJOR_1.jpg,0.3371481,0.27973217,0.17230682,0.10905226,0.07651668,0.1359639,0.11794833,0
CALIFORNIA_GULL_2.jpg,PARUS_MAJOR_1.jpg,0.3700106,0.30648288,0.2385132,0.2742024,0.292628,0.23716009,0.17561567,1
PARUS_MAJOR_1.jpg,PINK_ROBIN_3.jpg,0.2616405,0.24304536,0.16596654,0.14366691,0.25741085,0.43622777,0.4770367,2
ANIANIAU_2.jpg,PEACOCK_3.jpg,0.55825055,0.42803705,0.24143365,0.15779205,0.12066215,0.18032914,0.18592006,0
PEACOCK_3.jpg,STRAWBERRY_FINCH_4.jpg,0.338956,0.32527632,0.23085147,0.20589203,0.19761913,0.20291618,0.1741224,1
IBERIAN_MAGPIE_2.jpg,PEACOCK_3.jpg,0.30043295,0.2856568,0.19291455,0.1432127,0.20452431,0.36343366,0.40801653,2
PINK_ROBIN_4.jpg,SPOONBILL_3.jpg,0.5103415,0.3241655,0.21495521,0.14231338,0.19784687,0.24937277,0.23189068,0
ALBATROSS_4.jpg,PINK_ROBIN_4.jpg,0.26884413,0.30069643,0.24361788,0.2214976,0.15593682,0.18419144,0.17161864,1
COMMON_IORA_4.jpg,PINK_ROBIN_4.jpg,0.20330064,0.26957455,0.21545584,0.16260447,0.23296441,0.37428695,0.47211486,2
GRANDALA_2.jpg,PYGMY_KINGFISHER_5.jpg,0.486157,0.33880487,0.20837574,0.1628168,0.16600487,0.2807543,0.2728876,0
GREAT_POTOO_3.jpg,PYGMY_KINGFISHER_5.jpg,0.3563472,0.3160067,0.21437334,0.22376855,0.16759425,0.20318909,0.19022453,1
NORTHERN_PARULA_5.jpg,PYGMY_KINGFISHER_5.jpg,0.2387965,0.26316914,0.17611288,0.14544223,0.24004441,0.3994113,0.45598924,2
EMU_5.jpg,RED_FACED_WARBLER_1.jpg,0.36153647,0.30067956,0.21138258,0.1547054,0.11837795,0.17778318,0.12010597,0
BLACK_VENTED_SHEARWATER_4.jpg,RED_FACED_WARBLER_1.jpg,0.33470994,0.29842836,0.22969937,0.22810651,0.21397632,0.1821041,0.19229898,1
CAPE_GLOSSY_STARLING_2.jpg,RED_FACED_WARBLER_1.jpg,0.27031633,0.24256322,0.19198062,0.1421037,0.17836942,0.4612559,0.4798916,2
GREAT_GRAY_OWL_5.jpg,RED_HEADED_WOODPECKER_5.jpg,0.36672693,0.32448575,0.22421181,0.13151748,0.13046238,0.13030022,0.1577399,0
CRIMSON_CHAT_3.jpg,RED_HEADED_WOODPECKER_5.jpg,0.39250162,0.36442238,0.3036504,0.3622197,0.35542852,0.3206884,0.31889948,1
COLLARED_ARACARI_1.jpg,RED_HEADED_WOODPECKER_5.jpg,0.25010008,0.27418405,0.20449513,0.14899532,0.17035244,0.3932176,0.45560467,2
EURASIAN_GOLDEN_ORIOLE_5.jpg,RUBY_THROATED_HUMMINGBIRD_1.jpg,0.616588,0.34168726,0.2103688,0.15872997,0.24131408,0.2876075,0.26459396,0
RUBY_THROATED_HUMMINGBIRD_1.jpg,VULTURINE_GUINEAFOWL_4.jpg,0.26056653,0.280723,0.21912006,0.18726031,0.20199156,0.17979877,0.13366343,1
FRIGATE_1.jpg,RUBY_THROATED_HUMMINGBIRD_1.jpg,0.19179408,0.2568853,0.18491808,0.14319308,0.19909464,0.37005264,0.423511,2
GOLDEN_PARAKEET_2.jpg,RUBY_THROATED_HUMMINGBIRD_2.jpg,0.5214442,0.28999183,0.15959871,0.11427289,0.14887215,0.2009461,0.15173829,0
