target_image,layer1,layer2,layer3
FLAME_BOWERBIRD_3.jpg,INDIAN_BUSTARD_2.jpg,BROWN_THRASHER_4.jpg,QUETZAL_3.jpg
GILA_WOODPECKER_3.jpg,BLACK_SWAN_3.jpg,SNOWY_OWL_4.jpg,BLACK_VULTURE_3.jpg
GOLDEN_CHEEKED_WARBLER_2.jpg,SPOONBILL_1.jpg,AMERICAN_FLAMINGO_3.jpg,WHITE_THROATED_BEE_EATER_1.jpg
GOLDEN_CHLOROPHONIA_5.jpg,ROADRUNNER_2.jpg,COMMON_HOUSE_MARTIN_4.jpg,VERMILION_FLYCATHER_5.jpg
GRAY_KINGBIRD_5.jpg,BALD_EAGLE_2.jpg,COCK_OF_THE__ROCK_4.jpg,AFRICAN_FIREFINCH_3.jpg
GREY_PLOVER_1.jpg,HYACINTH_MACAW_3.jpg,GOULDIAN_FINCH_4.jpg,AMETHYST_WOODSTAR_4.jpg
GYRFALCON_1.jpg,ASHY_STORM_PETREL_2.jpg,CINNAMON_ATTILA_2.jpg,FAIRY_TERN_1.jpg
HAWAIIAN_GOOSE_4.jpg,RED_BEARDED_BEE_EATER_3.jpg,HIMALAYAN_MONAL_2.jpg,WATTLED_LAPWING_3.jpg
INCA_TERN_4.jpg,ELLIOTS__PHEASANT_4.jpg,SMITHS_LONGSPUR_5.jpg,BORNEAN_BRISTLEHEAD_5.jpg
INDIGO_BUNTING_1.jpg,FRIGATE_4.jpg,SNOWY_PLOVER_1.jpg,DARWINS_FLYCATCHER_2.jpg
INLAND_DOTTEREL_4.jpg,JANDAYA_PARAKEET_5.jpg,NICOBAR_PIGEON_4.jpg,CRESTED_KINGFISHER_1.jpg
IVORY_GULL_1.jpg,WILSONS_BIRD_OF_PARADISE_4.jpg,EASTERN_GOLDEN_WEAVER_5.jpg,FAIRY_TERN_4.jpg
IVORY_GULL_3.jpg,INDIGO_FLYCATCHER_2.jpg,FLAME_TANAGER_3.jpg,SNOWY_EGRET_4.jpg
KAGU_5.jpg,EASTERN_MEADOWLARK_1.jpg,ASHY_STORM_PETREL_1.jpg,IMPERIAL_SHAQ_2.jpg
KILLDEAR_2.jpg,ALEXANDRINE_PARAKEET_5.jpg,CAATINGA_CACHOLOTE_4.jpg,AZURE_TIT_5.jpg
LARK_BUNTING_2.jpg,EMU_3.jpg,KING_VULTURE_3.jpg,CACTUS_WREN_3.jpg
LESSER_ADJUTANT_4.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,RAINBOW_LORIKEET_5.jpg,FAIRY_TERN_3.jpg
LESSER_ADJUTANT_5.jpg,AMERICAN_GOLDFINCH_1.jpg,GAMBELS_QUAIL_1.jpg,RED_HEADED_WOODPECKER_1.jpg
LITTLE_AUK_5.jpg,SANDHILL_CRANE_3.jpg,ORANGE_BRESTED_BUNTING_3.jpg,BEARDED_BELLBIRD_1.jpg
MAGPIE_GOOSE_5.jpg,DOUBLE_EYED_FIG_PARROT_5.jpg,HAMERKOP_1.jpg,OYSTER_CATCHER_3.jpg
MALACHITE_KINGFISHER_2.jpg,SKUA_3.jpg,INCA_TERN_2.jpg,GREEN_BROADBILL_5.jpg
MCKAYS_BUNTING_3.jpg,EMU_4.jpg,IWI_2.jpg,AMERICAN_GOLDFINCH_4.jpg
MYNA_1.jpg,SANDHILL_CRANE_4.jpg,GREY_PLOVER_4.jpg,PARADISE_TANAGER_3.jpg
NICOBAR_PIGEON_1.jpg,MYNA_4.jpg,LITTLE_AUK_1.jpg,EASTERN_BLUEBIRD_3.jpg
NORTHERN_GANNET_2.jpg,PAINTED_BUNTING_5.jpg,STRAWBERRY_FINCH_1.jpg,MASKED_BOOBY_5.jpg
NORTHERN_JACANA_2.jpg,GREEN_BROADBILL_1.jpg,VULTURINE_GUINEAFOWL_5.jpg,RED_FACED_CORMORANT_1.jpg
NORTHERN_JACANA_3.jpg,BANANAQUIT_3.jpg,REGENT_BOWERBIRD_5.jpg,BAR-TAILED_GODWIT_3.jpg
OCELLATED_TURKEY_1.jpg,CHIPPING_SPARROW_1.jpg,LARK_BUNTING_1.jpg,PURPLE_SWAMPHEN_4.jpg
OVENBIRD_5.jpg,JABIRU_4.jpg,FAIRY_PENGUIN_1.jpg,PURPLE_FINCH_5.jpg
PARUS_MAJOR_1.jpg,COMMON_POORWILL_1.jpg,CALIFORNIA_GULL_2.jpg,PINK_ROBIN_3.jpg
PEACOCK_3.jpg,ANIANIAU_2.jpg,STRAWBERRY_FINCH_4.jpg,IBERIAN_MAGPIE_2.jpg
PINK_ROBIN_4.jpg,SPOONBILL_3.jpg,ALBATROSS_4.jpg,COMMON_IORA_4.jpg
PYGMY_KINGFISHER_5.jpg,GRANDALA_2.jpg,GREAT_POTOO_3.jpg,NORTHERN_PARULA_5.jpg
RED_FACED_WARBLER_1.jpg,EMU_5.jpg,BLACK_VENTED_SHEARWATER_4.jpg,CAPE_GLOSSY_STARLING_2.jpg
RED_HEADED_WOODPECKER_5.jpg,GREAT_GRAY_OWL_5.jpg,CRIMSON_CHAT_3.jpg,COLLARED_ARACARI_1.jpg
RUBY_THROATED_HUMMINGBIRD_1.jpg,EURASIAN_GOLDEN_ORIOLE_5.jpg,VULTURINE_GUINEAFOWL_4.jpg,FRIGATE_1.jpg
RUBY_THROATED_HUMMINGBIRD_2.jpg,GOLDEN_PARAKEET_2.jpg,APAPANE_4.jpg,DUSKY_ROBIN_5.jpg
RUBY_THROATED_HUMMINGBIRD_3.jpg,WHITE_CHEEKED_TURACO_4.jpg,MYNA_5.jpg,NORTHERN_SHOVELER_1.jpg
RUFOUS_KINGFISHER_1.jpg,BLACK_VENTED_SHEARWATER_2.jpg,MAGPIE_GOOSE_3.jpg,HORNED_SUNGEM_4.jpg
SCARLET_TANAGER_2.jpg,CARMINE_BEE-EATER_1.jpg,LITTLE_AUK_3.jpg,BORNEAN_LEAFBIRD_1.jpg
SHOEBILL_3.jpg,MALAGASY_WHITE_EYE_3.jpg,GILDED_FLICKER_5.jpg,BALD_EAGLE_5.jpg
SKUA_4.jpg,SNOWY_EGRET_5.jpg,PARUS_MAJOR_2.jpg,ROADRUNNER_5.jpg
SPLENDID_WREN_1.jpg,PARAKETT__AKULET_3.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,CUBAN_TODY_4.jpg
STRIPPED_SWALLOW_1.jpg,EMPEROR_PENGUIN_5.jpg,MAGPIE_GOOSE_4.jpg,GO_AWAY_BIRD_5.jpg
TASMANIAN_HEN_5.jpg,BLACKBURNIAM_WARBLER_3.jpg,AFRICAN_EMERALD_CUCKOO_5.jpg,COPPERY_TAILED_COUCAL_1.jpg
TREE_SWALLOW_4.jpg,RED_HEADED_DUCK_5.jpg,ROBIN_3.jpg,RED_FODY_3.jpg
VERMILION_FLYCATHER_3.jpg,INDIAN_BUSTARD_1.jpg,CROWNED_PIGEON_1.jpg,RED_BEARDED_BEE_EATER_1.jpg
WHITE_CHEEKED_TURACO_5.jpg,CHINESE_POND_HERON_1.jpg,SNOWY_EGRET_1.jpg,PYGMY_KINGFISHER_2.jpg
