button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_bar_2.response,demo_bar_2.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest,test_encoding_response.keys,test_encoding_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target,category,correct,test_encoding_response.rt,key_resp_end.keys,key_resp_end.rt,key_resp_end_2.keys,key_resp_end_2.rt
1,[3.000799999997014],[3.000799999997014],AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,space,119.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,1,0,0,0,0,1,flower1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,1,0,1,1,1,1,flower2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,left,1,0,2,2,2,1,left.jpg,left,1.9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,1,0,3,3,3,1,flower3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,1,0,4,4,4,1,flower4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,1,0,5,5,5,1,flower5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,1,0,6,6,6,1,flower6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,right,0,4.9489,7,6.596,0,0,0,0,1,flower1.jpg,flower1_pair.jpg,left,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,right,1,2.4499,8,4.4735,0,1,1,1,1,flower2_pair.jpg,flower2.jpg,right,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,right,0,2.7021,8,3.8993,0,2,2,2,1,flower3.jpg,flower3_pair.jpg,left,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,right,0,3.8323,6,2.829,0,3,3,3,1,flower4.jpg,flower4_pair.jpg,left,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,right,1,2.6524,8,78.0494,0,4,4,4,1,flower5_pair.jpg,flower5.jpg,right,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,right,0,2.1913,8,10.5371,0,5,5,5,1,flower6.jpg,flower6_pair.jpg,left,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,space,2.4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,bridge_65.jpg,bridge,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,badlands_24.jpg,badlands,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,2,1,highway_415.jpg,highway,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,3,3,1,badlands_21.jpg,badlands,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,4,4,1,playground_131.jpg,playground,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,5,5,1,playground_219.jpg,playground,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,6,6,6,1,highway_359.jpg,highway,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,7,7,1,bridge_256.jpg,bridge,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,8,8,1,mountain_230.jpg,mountain,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9,9,9,1,golf_course_195.jpg,golf,,,,,,
,,,AF6DVGK1GTFER,35,male,8,2023-05-03_01h34.21.100,memory_pilot_most_recent,2022.2.4,Win32,13.10358383,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,10,10,1,playground_144.jpg,playground,,,,,,
