target_image,pair,layer,correct
2238580740-186218.jpg,2964220333-71258.jpg,3,
2460547467-349421.jpg,2452380166-273110.jpg,2,
2901948350-218459.jpg,2981246360-220352.jpg,3,
2901941401-292798.jpg,2883273443-68193.jpg,3,
2592380177-354629.jpg,2512875587-350044.jpg,3,
2460547508-51571.jpg,2901941438-69835.jpg,3,
left.jpg,,,left
2901939379-143479.jpg,2981240424-145794.jpg,3,
2964218374-144967.jpg,2964218374-144968.jpg,1,
2238560245-182099.jpg,2549106624-127823.jpg,1,
2864907432-362042.jpg,2901947423-70310.jpg,2,
2446759803-49249.jpg,2446760601-272099.jpg,1,
2460547467-349422.jpg,2898618440-216545.jpg,1,
2864910426-287204.jpg,2874299429-139694.jpg,2,
2238425482-313537.jpg,2238471391-240918.jpg,1,
2874302418-65978.jpg,2898626385-216899.jpg,1,
2449441881-272368.jpg,2449441881-272367.jpg,3,
2592380177-354626.jpg,2238117096-228518.jpg,3,
left.jpg,,,left
2446759347-347016.jpg,2964224310-219528.jpg,1,
2458347385-199723.jpg,2427874554-121863.jpg,2,
2238572663-35822.jpg,2986419333-73361.jpg,1,
2883254439-140941.jpg,2981231446-294730.jpg,3,
2575120738-55529.jpg,2575120738-55528.jpg,2,
2901952513-70703.jpg,2864907361-287062.jpg,1,
2901947423-70311.jpg,2238577590-185467.jpg,3,
2874303365-214262.jpg,2609793677-355397.jpg,1,
right.jpg,,,right
2981231403-71642.jpg,2981244403-72215.jpg,2,
2898633421-291973.jpg,2238550049-105691.jpg,3,
2898635428-69104.jpg,2446759803-49250.jpg,1,
2964223381-294447.jpg,2898628438-68785.jpg,3,
2238428357-313623.jpg,2984615361-295509.jpg,2,
2901939379-143480.jpg,2981229442-369621.jpg,2,
2883268412-365898.jpg,2238436252-314037.jpg,3,
2883268471-290842.jpg,2883255450-215310.jpg,2,
2868474407-362883.jpg,2238516618-25604.jpg,1,
2964213381-294060.jpg,2981244394-145974.jpg,1,
2874301407-363895.jpg,2901947323-70275.jpg,3,
right.jpg,,,right
2238480677-317399.jpg,2238573546-258454.jpg,2,
2898634397-367080.jpg,2964217461-294238.jpg,3,
2898624426-291546.jpg,2981236443-71859.jpg,2,
2512875899-126682.jpg,2460547536-274179.jpg,1,
2868475410-213219.jpg,2238480803-19739.jpg,2,
2898635427-367120.jpg,2898621427-366486.jpg,3,
left.jpg,,,left
2449442529-124445.jpg,2898632385-217137.jpg,3,
2898618444-142233.jpg,2898631359-142721.jpg,1,
2449442529-124446.jpg,2460547536-274181.jpg,2,
2446758985-197609.jpg,2864909447-362144.jpg,2,
2964216465-219242.jpg,2864900319-137787.jpg,2,
2874302418-65979.jpg,2413147898-43548.jpg,1,
2986451363-73599.jpg,2860302315-210704.jpg,2,
2874299429-139695.jpg,2883266388-67750.jpg,1,
2898618390-216538.jpg,2901939327-367670.jpg,2,
2981241414-145842.jpg,2856919327-359676.jpg,1,
2874307433-66280.jpg,2981246400-220365.jpg,2,
2452381505-199546.jpg,2238567168-34916.jpg,2,
2592379964-131054.jpg,2592380272-354673.jpg,3,
2238481928-19949.jpg,2864900357-361688.jpg,2,
2883256307-365057.jpg,2864904453-63933.jpg,3,
2898617468-68274.jpg,2864906345-212360.jpg,1,
2452380832-348593.jpg,2449442181-272436.jpg,3,
2238481198-19822.jpg,2862691449-137104.jpg,1,
